Company,Type,Rating,Location,Number,Portfolio,Website,Directions Link,Directions,Sitio_Final,Email_Extraido,Direccion_Extraida,Portfolio_Link,Procesado_En
Diamond Electric Inc, Electrician,5.0,"Dover, DE, United States · +1 302-697-3296",,,http://diamondstateengineering.com,"https://www.google.com/maps/dir//Diamond+Electric+Inc,+3566+Peachtree+Run+%23+1,+Dover,+DE+19901,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c77d4758879a59:0x8ea589f045b1f4f0?sa=X&ved=1t:57443&ictx=111",Directions,http://diamondstateengineering.com,N/A,N/A,N/A,9.22s
Red Dog Associates, Contractor,,,+1 302-899-1334,,https://www.reddogac.com,"https://www.google.com/maps/dir//Red+Dog+Associates,+1661+S+Dupont+Hwy,+Dover,+DE+19901,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c77ccca2cfd3bb:0x41189f1a1019a96e?sa=X&ved=1t:57443&ictx=111",Directions,https://www.reddogac.com,N/A,N/A,N/A,7.75s
"Lindale Plumbing, Heating & Air", Plumber,4.3,"Greenwood, DE, United States · +1 302-422-6445",,"""They were out within a few hours and had everything fixed.""",https://lindaleplumbing.com,"https://www.google.com/maps/dir//Lindale+Plumbing,+Heating+%26+Air,+15020+Abbotts+Pond+Rd,+Greenwood,+DE+19950,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89b899da26a65261:0xfc9f949a2c02ce36?sa=X&ved=1t:57443&ictx=111",Directions,https://lindaleplumbing.com,team@latofonts.com,N/A,N/A,8.54s
Pro-spect Inspection Services DE, Home inspector,4.9,"Dover, DE, United States · +1 302-591-3505",,"""They responded right away for a request for our home inspection in Delaware.""",https://gopro-spect.com,"https://www.google.com/maps/dir//Pro-spect+Inspection+Services+DE,+1277+S+Governors+Ave,+Dover,+DE+19904,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c76330d6ea3fe5:0xa3473573589e69b6?sa=X&ved=1t:57443&ictx=111",Directions,https://gopro-spect.com,N/A,N/A,N/A,8.96s
Terroco Inc, Heating contractor,4.7,"Dover, DE, United States · +1 800-505-4281",,,http://www.terrocooil.com,"https://www.google.com/maps/dir//Terroco+Inc,+3799+N+Dupont+Hwy,+Dover,+DE+19901,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c77ae33b2a0c33:0xb521ee2ffa5fda72?sa=X&ved=1t:57443&ictx=111",Directions,http://www.terrocooil.com,N/A,N/A,N/A,9.73s
East Coast Plumbing & HVAC, Air conditioning contractor,3.9,26 Brookhill Dr # A · +1 302-266-0530,,"""Chris B came out for an initial inspection of our pipe leak.""",0,"https://www.google.com/maps/dir//East+Coast+Plumbing+%26+HVAC,+26+Brookhill+Dr+%23+A,+Newark,+DE+19702,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7a9c2a08d6391:0x330ccd29d285f12a?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,4.11s
Summit Mechanical Inc, Mechanical contractor,3.8,"Bear, DE, United States · +1 302-836-8814",,,http://www.summitmechanical.org/,"https://www.google.com/maps/dir//Summit+Mechanical+Inc,+304+Carson+Dr,+Bear,+DE+19701,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c707bdc23ac349:0xdc62d997330d9941?sa=X&ved=1t:57443&ictx=111",Directions,http://www.summitmechanical.org/,N/A,N/A,N/A,43.72s
Berry Refrigeration Company, HVAC contractor,4.4,,+1 302-733-0933,"""Great crew for projects.""",https://berryrefrigeration.com,"https://www.google.com/maps/dir//Berry+Refrigeration+Company,+2+Garfield+Way,+Newark,+DE+19713,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7a9d82bae3255:0x60801183ca86cea0?sa=X&ved=1t:57443&ictx=111",Directions,https://berryrefrigeration.com,N/A,N/A,N/A,9.13s
"M. Davis and Sons, Inc.", Mechanical engineer,3.7,9 Tyler Way · +1 800-913-2847,,,http://www.mdavisinc.com,"https://www.google.com/maps/dir//M.+Davis+and+Sons,+Inc.,+9+Tyler+Way,+Newark,+DE+19713,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7a9e5b11034cb:0xc4c7c16f8de78b6d?sa=X&ved=1t:57443&ictx=111",Directions,http://www.mdavisinc.com,sales@mdavisinc.com,N/A,N/A,13.66s
DEDC, Engineering consultant,5.0,315 S Chapel St · +1 302-738-7172,,,http://www.dedc-eng.com,"https://www.google.com/maps/dir//DEDC,+315+S+Chapel+St,+Newark,+DE+19711,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7aa2134bf94fd:0x9c3acaf921d70163?sa=X&ved=1t:57443&ictx=111",Directions,http://www.dedc-eng.com,N/A,N/A,N/A,8.86s
Varady Hvac, Air conditioning contractor,5.0,805 Barksdale Rd · +1 302-430-4470,,"""He fixes it the first time at an affordable price.""",0,"https://www.google.com/maps/dir//Varady+Hvac,+805+Barksdale+Rd,+Newark,+DE+19711,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7abd13722ba77:0x158f9a76dad6f968?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,4.02s
K&H Electrical Services LLC, Electrician,5.0,#VALUE!, +1 240-440-4718,"""Very knowledgeable, quick, clean and showed up on short notice.""",https://kandhelectricllc.com,,,https://kandhelectricllc.com,N/A,N/A,N/A,7.0s
Lewis Electric Services, Electrician,5.0,"Lincoln, DE, United States", +1 302-491-4450,"""The crew showed up on time, diagnosed and repaired my issue in a short time.""",https://www.lewiselectricservices.com,"https://www.google.com/maps/dir//Lewis+Electric+Services,+7385+Marshall+St,+Lincoln,+DE+19960,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x219501473678c529:0x4f17f33cfe41fba3?sa=X&ved=1t:57443&ictx=111",Directions,https://www.lewiselectricservices.com,info@lewiselectricservices.com,N/A,https://lewiselectricservices.com/wp-content/uploads/2023/09/gallery-img4.webp,12.74s
"Kent Electrical Services, LLC", Electrician,5.0,"Felton, DE, United States", +1 302-922-4631,"""Dustin was very professional and dealt with my  problem quickly.""",https://kentelectricalservice.com,"https://www.google.com/maps/dir//Kent+Electrical+Services,+LLC,+112+Lake+Dr,+Felton,+DE+19943,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89b89dfe800663a3:0x89e804e659955e10?sa=X&ved=1t:57443&ictx=111",Directions,https://kentelectricalservice.com,dustin@kentelectricalservice.com,N/A,N/A,8.15s
"B&B Electrical Services, Inc.", Electrician,5.0,,+1 302-540-3662,"""His pricing is more than fair, and the work was spectacularly done!""",https://www.bbelectricalservicesinc.com,,,https://www.bbelectricalservicesinc.com,your@email.com,N/A,https://www.bbelectricalservicesinc.com/gallery,28.59s
Day-Light Electric, Contractor,4.5,"Wilmington, DE, United States",+1 302-762-2180,"""They were very professional, finished the job in a day for us!""",0,"https://www.google.com/maps/dir//Day-Light+Electric,+4627+Talley+Hill+Ln,+Wilmington,+DE+19803,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c6e333be995555:0xdcf3d37de0c0cd22?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,3.63s
Donaldson Electric Inc., Contractor,4.7,"Wilmington, DE, United States", +1 302-660-7534,"""Plus he can back to check if it was still working;""",http://www.donaldson-electric.com,"https://www.google.com/maps/dir//Donaldson+Electric+Inc.,+124+F,+124+Middleboro+Rd,+Wilmington,+DE+19804,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7027b350d1153:0xa320621da46c8614?sa=X&ved=1t:57443&ictx=111",Directions,http://www.donaldson-electric.com,N/A,N/A,N/A,9.39s
FMJ Electrical Contracting Inc, Electrician,5.0,"Claymont, DE, United States", +1 215-669-2085,"""He was very professional and I would recommend highly recommend him.""",0,"https://www.google.com/maps/dir//FMJ+Electrical+Contracting+Inc,+912+Parkside+Blvd,+Claymont,+DE+19703,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0xa64ad7ae0fddeb25:0x73d658aeed92ae3e?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,3.41s
Cape Electric, Electrician,5.0,,+1 302-550-0559,"""Great communication, transparent pricing, excellent workmanship""",http://callcapeelectric.com,,,http://callcapeelectric.com,capeelectric302@gmail.com,N/A,N/A,9.26s
Pink Electrical Services, Electrical installation service,5.0,#VALUE!,+1 302-363-0438,"""Joe showed up quickly and diagnosed our  problem.""",http://www.pinkelectrical.com,,,http://www.pinkelectrical.com,kathy@pinkelectrical.com,N/A,N/A,11.86s
Electrical Solutions, Utility contractor,5.0,"Wilmington, DE, United States", +1 302-994-6252,"""I have been throughly impressed with this teams work.""",https://www.electricalsolutionsde.com,"https://www.google.com/maps/dir//Electrical+Solutions,+2507+Old+Milltown+Rd,+Wilmington,+DE+19808,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7004edb17a7df:0x75e481f6013ce58d?sa=X&ved=1t:57443&ictx=111",Directions,https://www.electricalsolutionsde.com,N/A,"2507 Old Milltown Rd, Wilmington, DE 19808",https://www.electricalsolutionsde.com/gallery/,15.37s
Aaron and Sons Electric, Electrician,3.8,"Wilmington, DE, United States", +1 302-764-5610,"""As in example: they installed the thermostat directly under a sconce.""",0,"https://www.google.com/maps/dir//Aaron+and+Sons+Electric,+200+W+38th+St,+Wilmington,+DE+19802,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c6e32c0aabbcd1:0x3d96432af2c51a?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,3.44s
Conductive Electrical Contracting, Electrician,4.2,#VALUE!, +1 302-659-5000,"""On time, kept in touch every step of the way.""",https://conductiveelectric.com,,,https://conductiveelectric.com,N/A,N/A,N/A,9.61s
Legendary Electric LLC, Electrician,5.0,#VALUE!, +1 302-803-0055,,0,"https://www.google.com/maps/dir//Legendary+Electric+LLC,+243+Quigley+Blvd+suite+k,+New+Castle,+DE+19720,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x82ccaa8ab7d05ef5:0x933e3afcac529e05?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,3.83s
C.I. Electrical Contractors, Electrician,5.0,#VALUE!, +1 610-314-4301,"""Great work, very responsive!!""",https://www.cielectricalcontractors.com,,,https://www.cielectricalcontractors.com,chris@cielectricalcontractors.com,N/A,N/A,6.03s
CLENDANIEL ELECTRICAL CONTRACTORS LLC, Electrician,5.0,#VALUE!, +1 302-382-1088,"""I will never call anyone else for my  needs.""",0,,,https://0,N/A,N/A,N/A,3.67s
"PowerComm, LLC", Electrical installation service,5.0,"Wilmington, DE, United States", +1 302-235-8922,"""My encounter with this company was truly impressive.""",http://www.powercommllc.com,"https://www.google.com/maps/dir//PowerComm,+LLC,+6+Hadco+Rd+Unit+2,+Wilmington,+DE+19804,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c6ff22f20e644f:0xa43734530dbe8261?sa=X&ved=1t:57443&ictx=111",Directions,http://www.powercommllc.com,brian@powercommllc.com,N/A,N/A,12.71s
LAD Electrical Contractor LLC, Electrician,,#VALUE!, +1 856-517-3143,,https://www.facebook.com,,,https://www.facebook.com,N/A,N/A,N/A,7.11s
City Electric Supply Wilmington DE,   Electrical supply store,4.9,#VALUE!, +1 302-777-5300,"""Nice and  great place to buy  equipment and materials.""",https://www.cityelectricsupply.com,"https://www.google.com/maps/dir//City+Electric+Supply+Wilmington+DE,+6+Medori+Blvd,+Wilmington,+DE+19801,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c702bd5afc71cf:0xc3ebb41981c5d414?sa=X&ved=1t:57443&ictx=111",Directions,https://www.cityelectricsupply.com,marketing@ces-us.net,N/A,https://www.cityelectricsupply.com/cesexports,13.09s
Seeney Electric LLC, Electrician,,"Wilmington, DE, United States", +1 302-494-3686,,0,"https://www.google.com/maps/dir//Seeney+Electric+LLC,+431+Bradford+St,+Wilmington,+DE+19801,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c6fd59ae57ea11:0x8409afee250296f1?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,1.88s
MKP Electric Service, Electrician,5.0,"Wilmington, DE, United States", +1 215-515-2159,,http://mkpelectricservice.com,"https://www.google.com/maps/dir//MKP+Electric+Service,+2733+Skylark+Rd,+Wilmington,+DE+19808,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c6fe0e3ae95555:0x1f805d822b2619f?sa=X&ved=1t:57443&ictx=111",Directions,http://mkpelectricservice.com,N/A,N/A,N/A,8.1s
Kowall Electric LLC, Electrician,5.0,"Morton, PA, United States", +1 610-916-3100,"""KEC came out and diagnosed my  problem immediately.""",https://kowallelectric.com,"https://www.google.com/maps/dir//Kowall+Electric+LLC,+61+S+Morton+Ave+Suite+8,+Morton,+PA+19070,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c6c3246da88b1b:0xef2a46db1d1701de?sa=X&ved=1t:57443&ictx=111",Directions,https://kowallelectric.com,N/A,N/A,N/A,9.28s
T C Electric Co, Contractor,3.5,"Edgemoor, DE, United States", +1 302-791-9100,,http://www.tcelectric.biz/,"https://www.google.com/maps/dir//T+C+Electric+Co,+6701+Governor+Printz+Blvd,+Edgemoor,+DE+19809,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c6e39f9b001d4d:0xad49b7f9de0e72cb?sa=X&ved=1t:57443&ictx=111",Directions,http://www.tcelectric.biz/,N/A,"2013 T.C. Electric, 6701 Governor Printz Blvd, Wilmington, DE 19809",N/A,20.29s
"Superior Electrical Services, Inc.", Electrician,5.0,"Millsboro, DE, United States", +1 302-933-8631,"""The were on time and fair in price.""",http://www.superiorelectricalde.com,"https://www.google.com/maps/dir//Superior+Electrical+Services,+Inc.,+25892+Country+Meadows+Dr,+Millsboro,+DE+19966,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89b8c22615a059f5:0xadfea63da52bbb5c?sa=X&ved=1t:57443&ictx=111",Directions,http://www.superiorelectricalde.com,N/A,N/A,N/A,43.47s
Steele Electric, Electrical installation service,5.0,"New Castle, DE, United States", +1 302-384-8104,,0,"https://www.google.com/maps/dir//Steele+Electric,+116+Killoran+Dr,+New+Castle,+DE+19720,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c70351c7d79ded:0x30d69a974e1c9326?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,3.5s
Lloyd Mills Electric, Electrician,4.8,"Carneys Point, NJ, United States", +1 717-829-9087,"""Very knowledgeable, professional, and responsive.""",http://www.lloydmillselectric.com,"https://www.google.com/maps/dir//Lloyd+Mills+Electric,+260+Regional+Dr,+Carneys+Point,+NJ+08069,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c13482fda0afe9:0xb0dadc17bb0a4774?sa=X&ved=1t:57443&ictx=111",Directions,http://www.lloydmillselectric.com,N/A,N/A,N/A,10.56s
East Coast Electric Company Inc., Electrician,3.7,"Townsend, DE, United States", +1 302-378-6060,"""We were very impressed by the jobs done by East Coast  Company!""",https://www.eastcoastelectricinc.com,"https://www.google.com/maps/dir//East+Coast+Electric+Company+Inc.,+50+Anchor+Inn+Rd,+Townsend,+DE+19734,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c77443ab5a8951:0x978c0cd60e707399?sa=X&ved=1t:57443&ictx=111",Directions,https://www.eastcoastelectricinc.com,info@eastcoastelectricinc.com,"50 Anchor Inn Rd., Townsend, DE 19804",N/A,7.23s
Wolanski & Sons Electric, Electrician,,"Wilmington, DE, United States", +1 302-999-0838,,0,"https://www.google.com/maps/dir//Wolanski+%26+Sons+Electric,+401+1%2F2+1st+Ave,+Wilmington,+DE+19804,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7021661fb127b:0x394136ef55ae830c?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,3.69s
AM Electrical Solutions, Electrician,5.0,,+1 302-647-0806,"""Great guys to work with and get the job done right.""",http://amelectricalsolutionsde.com,,,http://amelectricalsolutionsde.com,N/A,N/A,N/A,11.33s
Clean Circuits Electrical Contracting, Electrical installation service,4.2,#VALUE!, +1 267-369-0569,"""Fixed our issue promptly.""",0,,,https://0,N/A,N/A,N/A,3.4s
Cruz Electrical Services, Electrician,,#VALUE!, +1 302-357-1891,,0,"https://www.google.com/maps/dir//Cruz+Electrical+Services,+2607+Newell+Dr,+Wilmington,+DE+19808,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c6ffcd40b84065:0x7fd2d111c2c33b4b?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,3.58s
Select Electrical Company LLC, Electrician,5.0,,+1 302-893-8280,"""Will call him again whenever I need  work done.""",https://selectelectricalcompanyllc.jobbersites.com,,,https://selectelectricalcompanyllc.jobbersites.com,selectelectcompllc@gmail.com,N/A,N/A,10.87s
Crown Electric & Remodeling, Electrician,,"Wilmington, DE, United States", +1 302-379-5687,,0,"https://www.google.com/maps/dir//Crown+Electric+%26+Remodeling,+2308+Henlopen+Ave,+Wilmington,+DE+19804,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c701921c84eef3:0x5537b2e37dcec8d6?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,3.48s
Bill Mullen Electric, Electrician,4.8,"Downingtown, PA, United States", +1 484-716-1177,"""Work was done on time and quality was great.""",https://www.billmullenelectric.net/,"https://www.google.com/maps/dir//Bill+Mullen+Electric,+409+Mercer+Dr,+Downingtown,+PA+19335,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c65efa9d4a89e1:0xb48780dd3e0f135?sa=X&ved=1t:57443&ictx=111",Directions,https://www.billmullenelectric.net/,billy@billmullenelectric.net,N/A,https://www.bestpickreports.com/electricians/philadelphia/bill-mullen-electric,17.6s
Parra Electric Inc., Electrician,4.8,"Glen Mills, PA, United States", +1 610-358-3991,"""Work itself was done correctly but one man was astonishing.""",https://parraelectric.com,"https://www.google.com/maps/dir//Parra+Electric+Inc.,+421+Smithbridge+Rd+%231,+Glen+Mills,+PA+19342,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c6e57ffb5ff317:0xbdc4f1dc3b4d3809?sa=X&ved=1t:57443&ictx=111",Directions,https://parraelectric.com,info@parraelectric.com,N/A,N/A,9.51s
Blessing Electric, Electrician,4.8,"Lansdowne, PA, United States", +1 610-394-2211,"""The technicians were on time and professional.""",http://www.blessingelectric.com,"https://www.google.com/maps/dir//Blessing+Electric,+26+1st+St,+Lansdowne,+PA+19050,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c6c15049749a09:0xa282b83cf61700d0?sa=X&ved=1t:57443&ictx=111",Directions,http://www.blessingelectric.com,your@email.com,N/A,N/A,29.26s
"G and S Electric, LLC", Electrician,4.8,"Felton, DE, United States", +1 302-387-0830,"""Greg can out same day, did repair at a very reasonable price.""",http://doverelectricalcontractor.com,"https://www.google.com/maps/dir//G+and+S+Electric,+LLC,+1035+Edwardsville+Rd,+Felton,+DE+19943,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89b88762906e1771:0x9cfa1e3e37b0da4d?sa=X&ved=1t:57443&ictx=111",Directions,http://doverelectricalcontractor.com,N/A,N/A,N/A,8.56s
"302 Electrical Services, LLC", Electrician,5.0,,+1 302-272-0919,"""He has reasonable rates,  never leaves a mess,  and is very knowledgeable!""",https://www.electricalservicesfelton.net/,,,https://www.electricalservicesfelton.net/,302electricalserviceandy@gmail.com,N/A,N/A,7.97s
Marks Electric LLC, Electrician,5.0,,+1 551-587-8014,"""Was very flexible and came out quickly and fixed our issue within minutes""",0,,,https://0,N/A,N/A,N/A,3.68s
MAFFIA ELECTRIC, Electrician,5.0,"Camden, DE, United States", +1 302-612-0473,"""Excellent pricing, prompt service and clean work""",https://www.maffiaelectric.com,"https://www.google.com/maps/dir//MAFFIA+ELECTRIC,+Camden,+DE+19934,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c77d3f48dcdc07:0x4670ba95b51465ae?sa=X&ved=1t:57443&ictx=111",Directions,https://www.maffiaelectric.com,craigsmaffia@gmail.com,N/A,N/A,15.34s
Any Hour Electric, Electrician,5.0,"Dover, DE, United States", +1 302-730-8450,"""Worked on several projects in different houses over 10 years.""",0,"https://www.google.com/maps/dir//Any+Hour+Electric,+938+Westview+Terrace,+Dover,+DE+19904,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c77cb29bfc031d:0xe05e191a347b338f?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,4.09s
"Good Company Handyman & Contractor Services, LLC", Handyman/Handywoman/Handyperson,5.0,#VALUE!, +1 302-703-9080,"""Respond quickly, very well priced and did an amazing job!""",http://goodcompanyde.com,,,http://goodcompanyde.com,contact@goodcompanyde.com,N/A,N/A,10.7s
H & A Electric, Electrician,3.0,"Dover, DE, United States",+1 302-678-8252,,0,"https://www.google.com/maps/dir//H+%26+A+Electric,+59+Roosevelt+Ave,+Dover,+DE+19901,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7634fc95e7013:0x90a95404cfaac99a?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,3.95s
Dover Electric Supply Co, Electrical supply store,4.0,#VALUE!, +1 302-456-3990,"""My favorite place to buy material for my small  buisness.""",http://www.doverelectric.com,"https://www.google.com/maps/dir//Dover+Electric+Supply+Co,+625+Dawson+Dr+%23+H,+Newark,+DE+19713,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7a9ea2224dfa5:0x3ee6c9814da40dc0?sa=X&ved=1t:57443&ictx=111",Directions,http://www.doverelectric.com,N/A,N/A,N/A,13.31s
Michael Vassallo Electrical, Electrician,4.0,"Newark, DE, United States",+1 302-455-9405,"""I highly recommend their skilled technicians.""",0,"https://www.google.com/maps/dir//Michael+Vassallo+Electrical,+4+Mill+Park+Ct,+Newark,+DE+19713,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c70097de87533b:0x1a41f1bd0ffdbe2a?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,4.33s
Mr. Electric of Newark, Electrician,4.9,"Newark, DE, United States", +1 302-261-9906,"""Seth was able to fix our  issue quickly.""",https://mrelectric.com,"https://www.google.com/maps/dir//Mr.+Electric+of+Newark,+250+Corporate+Blvd+%23+D,+Newark,+DE+19702,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7a9388863b785:0x24c726fea986d1e5?sa=X&ved=1t:57443&ictx=111",Directions,https://mrelectric.com,N/A,N/A,N/A,8.56s
Mister Sparky of New Castle County, Electrician,4.9,"Newark, DE, United States", +1 302-285-9121,"""He came in and instantly assessed the problem and repaired it quickly.""",https://www.mistersparky.com,"https://www.google.com/maps/dir//Mister+Sparky+of+New+Castle+County,+262+Chapman+Rd,+Newark,+DE+19702,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x67e540415d3be18b:0x323d8ddf5a31711b?sa=X&ved=1t:57443&ictx=111",Directions,https://www.mistersparky.com,N/A,N/A,N/A,17.02s
The Electrician Delaware, Electrician,5.0,#VALUE!, +1 302-575-7957,"""He not only found and fixed the issue quickly, but he's polite and friendly.""",https://theelectriciande.com,"https://www.google.com/maps/dir//The+Electrician+Delaware,+86+Red+Mill+Rd+A,+Newark,+DE+19711,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0xba14d7b135f497b:0x95eb064e9d30817c?sa=X&ved=1t:57443&ictx=111",Directions,https://theelectriciande.com,team@latofonts.com,"86 Red Mill Rd, A, Newark, DE 19711",https://theelectriciande.com/gallery-of-work,9.86s
Continental Electrical Services, Electrician,5.0,"Newark, DE, United States", +1 302-294-6311,"""Incredible service and quality work.""",http://continentalelect.com,"https://www.google.com/maps/dir//Continental+Electrical+Services,+3+Mill+Park+Ct,+Newark,+DE+19713,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7abd5ae48ba93:0x59d6c7bf6cd190ba?sa=X&ved=1t:57443&ictx=111",Directions,http://continentalelect.com,N/A,N/A,N/A,8.89s
"All-Pro Electric and Construction Services, Inc.", Electrician,4.9,"Newark, DE, United States", +1 302-250-4318,"""I would highly recommend them for anyone looking for  needs.""",0,"https://www.google.com/maps/dir//All-Pro+Electric+and+Construction+Services,+Inc.,+2+Coach+Hill+Ct,+Newark,+DE+19711,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7007be7ca6141:0x9d4397e606ab88a0?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,2.94s
"Omega Electric, LLC", Electrician,5.0,"Newark, DE, United States", +1 302-660-5114,"""Look no further, knowledgeable, cleaned there work area, customer oriented.""",https://omegaelectricdelaware.com,"https://www.google.com/maps/dir//Omega+Electric,+LLC,+1243+Old+Coochs+Bridge+Rd,+Newark,+DE+19713,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7a96133eac4d1:0x9f27323ede49b84e?sa=X&ved=1t:57443&ictx=111",Directions,https://omegaelectricdelaware.com,omegaelectricdelaware@gmail.com,N/A,N/A,11.73s
KR Byard Electrical, Electrician,5.0,,+1 302-607-5776,"""He gave us a fair price, came over when he said and did a great job.""",https://www.krbyardelectrical.com,,,https://www.krbyardelectrical.com,support@webador.com,N/A,N/A,13.51s
"CMI ELECTRIC, INC.", Electrician,4.6,"Newark, DE, United States", +1 302-731-5556,"""Great techs, esp.""",http://www.cmielectric.com,"https://www.google.com/maps/dir//CMI+ELECTRIC,+INC.,+83+Albe+Dr+A,+Newark,+DE+19702,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7075f7130a1c3:0xe28f4b546e8f2cf9?sa=X&ved=1t:57443&ictx=111",Directions,http://www.cmielectric.com,info@cmielectric.com,N/A,N/A,10.9s
Lattanzio Electrical Contracting Inc., Electrician,4.9,#VALUE!, +1 302-685-0711,"""Steve is incredibly professional with high quality, cost-effective work.""",http://lattanzioelectric.com,,,http://lattanzioelectric.com,N/A,N/A,N/A,8.11s
Bauguess Electric, Electrician,5.0,"Newark, DE, United States",+1 302-737-5614,,https://bauguesselec.com,"https://www.google.com/maps/dir//Bauguess+Electric,+1400+Interchange+Blvd,+Newark,+DE+19711,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7a968d515719f:0x4c843d303862a8ce?sa=X&ved=1t:57443&ictx=111",Directions,https://bauguesselec.com,N/A,N/A,N/A,7.58s
Alliance Electric Inc, Electrician,4.8,"Newark, DE, United States",+1 302-366-0295,,https://www.alliance-electric.net/,"https://www.google.com/maps/dir//Alliance+Electric+Inc,+1003+S+Chapel+St+%23+D,+Newark,+DE+19702,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7a9bdc2243747:0x96edfeb73cc76db0?sa=X&ved=1t:57443&ictx=111",Directions,https://www.alliance-electric.net/,thamb@alliance-electric.net,"1003 South Chapel Street,, Suite D, Newark, DE 19702",N/A,14.19s
